id,entity_id,degree_centrality,betweenness_centrality,pagerank,computed_at
NA000682,P000375,0.0038,0.0015,0.0006,2026-09-07T05:25:52.419468Z
NA000683,PH000339,0.0005,0,0.0002,2026-09-07T05:25:52.419472Z
NA000684,P000378,0.0027,0.0012,0.0005,2026-09-07T05:25:52.419477Z
NA000685,PH000340,0.0005,0,0.0002,2026-09-07T05:25:52.419481Z
NA000686,PH000341,0.0005,0,0.0002,2026-09-07T05:25:52.419485Z
NA000687,P000390,0.0027,0.0011,0.0005,2026-09-07T05:25:52.419490Z
NA000688,PH000342,0.0005,0,0.0002,2026-09-07T05:25:52.419494Z
NA000689,PH000343,0.0005,0,0.0001,2026-09-07T05:25:52.419500Z
NA000690,P000395,0.0038,0.0014,0.0006,2026-09-07T05:25:52.419504Z
NA000691,PH000344,0.0005,0,0.0002,2026-09-07T05:25:52.419508Z
NA000692,P000396,0.0048,0.0021,0.0007,2026-09-07T05:25:52.419514Z
NA000693,PH000345,0.0005,0,0.0002,2026-09-07T05:25:52.419518Z
NA000694,P000399,0.0043,0.004,0.0007,2026-09-07T05:25:52.419522Z
NA000695,PH000346,0.0005,0,0.0002,2026-09-07T05:25:52.419527Z
NA000696,P000400,0.0038,0.0017,0.0007,2026-09-07T05:25:52.419531Z
NA000697,PH000347,0.0005,0,0.0002,2026-09-07T05:25:52.419536Z
NA000698,P000401,0.0021,0.0007,0.0004,2026-09-07T05:25:52.419540Z
NA000699,PH000348,0.0005,0,0.0002,2026-09-07T05:25:52.419545Z
NA000700,PH000349,0.0005,0,0.0002,2026-09-07T05:25:52.419549Z
NA000701,P000403,0.0043,0.0085,0.0007,2026-09-07T05:25:52.419554Z
NA000702,PH000350,0.0005,0,0.0002,2026-09-07T05:25:52.419559Z
NA000703,P000404,0.0027,0.0008,0.0005,2026-09-07T05:25:52.419564Z
NA000704,PH000351,0.0005,0,0.0002,2026-09-07T05:25:52.419568Z
NA000705,P000406,0.0059,0.0051,0.0009,2026-09-07T05:25:52.419573Z
NA000706,PH000352,0.0005,0,0.0001,2026-09-07T05:25:52.419577Z
NA000707,P000407,0.0043,0.0017,0.0007,2026-09-07T05:25:52.419582Z
NA000708,PH000353,0.0005,0,0.0002,2026-09-07T05:25:52.419586Z
NA000709,P000408,0.0038,0.0018,0.0008,2026-09-07T05:25:52.419591Z
NA000710,PH000354,0.0005,0,0.0002,2026-09-07T05:25:52.419596Z
NA000711,P000410,0.0043,0.0021,0.0008,2026-09-07T05:25:52.419600Z
NA000712,PH000355,0.0005,0,0.0002,2026-09-07T05:25:52.419605Z
NA000713,P000411,0.0032,0.001,0.0006,2026-09-07T05:25:52.419609Z
NA000714,PH000356,0.0005,0,0.0002,2026-09-07T05:25:52.419614Z
NA000715,P000412,0.0038,0.0014,0.0006,2026-09-07T05:25:52.419618Z
NA000716,PH000357,0.0005,0,0.0002,2026-09-07T05:25:52.419623Z
NA000717,P000415,0.0038,0.0017,0.0006,2026-09-07T05:25:52.419627Z
NA000718,PH000358,0.0005,0,0.0002,2026-09-07T05:25:52.419632Z
NA000719,P000417,0.0021,0.0012,0.0004,2026-09-07T05:25:52.419636Z
NA000720,PH000359,0.0005,0,0.0002,2026-09-07T05:25:52.419641Z
NA000721,P000418,0.0038,0.0011,0.0006,2026-09-07T05:25:52.419645Z
NA000722,PH000360,0.0005,0,0.0002,2026-09-07T05:25:52.419650Z
NA000723,P000420,0.0054,0.0038,0.0009,2026-09-07T05:25:52.419654Z
NA000724,PH000361,0.0005,0,0.0002,2026-09-07T05:25:52.419659Z
NA000725,P000421,0.0032,0.0009,0.0006,2026-09-07T05:25:52.419663Z
NA000726,PH000362,0.0005,0,0.0002,2026-09-07T05:25:52.419668Z
NA000727,P000424,0.0038,0.0029,0.0006,2026-09-07T05:25:52.419673Z
NA000728,PH000363,0.0005,0,0.0002,2026-09-07T05:25:52.419677Z
NA000729,P000426,0.0032,0.0011,0.0005,2026-09-07T05:25:52.419682Z
NA000730,PH000364,0.0005,0,0.0002,2026-09-07T05:25:52.419686Z
NA000731,P000427,0.0059,0.0025,0.0009,2026-09-07T05:25:52.419691Z
NA000732,PH000365,0.0005,0,0.0002,2026-09-07T05:25:52.419701Z
NA000733,PH000366,0.0005,0,0.0002,2026-09-07T05:25:52.419705Z
NA000734,P000432,0.0048,0.0024,0.0008,2026-09-07T05:25:52.419710Z
NA000735,PH000367,0.0005,0,0.0002,2026-09-07T05:25:52.419715Z
NA000736,P000433,0.0027,0.0061,0.0005,2026-09-07T05:25:52.419720Z
NA000737,PH000368,0.0005,0,0.0002,2026-09-07T05:25:52.419724Z
NA000738,P000434,0.0027,0.0011,0.0005,2026-09-07T05:25:52.419729Z
NA000739,PH000369,0.0005,0,0.0002,2026-09-07T05:25:52.419733Z
NA000740,P000435,0.0059,0.0032,0.0009,2026-09-07T05:25:52.419738Z
NA000741,PH000370,0.0005,0,0.0001,2026-09-07T05:25:52.419743Z
NA000742,P000438,0.0032,0.0011,0.0006,2026-09-07T05:25:52.419748Z
NA000743,PH000371,0.0005,0,0.0002,2026-09-07T05:25:52.419753Z
NA000744,P000439,0.0086,0.0047,0.0014,2026-09-07T05:25:52.419758Z
NA000745,PH000372,0.0005,0,0.0002,2026-09-07T05:25:52.419762Z
NA000746,P000440,0.0032,0.0015,0.0006,2026-09-07T05:25:52.419767Z
NA000747,PH000373,0.0005,0,0.0002,2026-09-07T05:25:52.419771Z
NA000748,PH000374,0.0005,0,0.0002,2026-09-07T05:25:52.419775Z
NA000749,P000455,0.0038,0.0013,0.0008,2026-09-07T05:25:52.419780Z
NA000750,PH000375,0.0005,0,0.0002,2026-09-07T05:25:52.419784Z
NA000751,P000456,0.0027,0.0009,0.0005,2026-09-07T05:25:52.419789Z
NA000752,PH000376,0.0005,0,0.0002,2026-09-07T05:25:52.419793Z
NA000753,P000462,0.0021,0.0007,0.0005,2026-09-07T05:25:52.419798Z
NA000754,PH000377,0.0005,0,0.0002,2026-09-07T05:25:52.419802Z
NA000755,P000467,0.0016,0.0006,0.0004,2026-09-07T05:25:52.419808Z
NA000756,PH000378,0.0005,0,0.0002,2026-09-07T05:25:52.419812Z
NA000757,P000469,0.0021,0.0007,0.0004,2026-09-07T05:25:52.419817Z
NA000758,PH000379,0.0005,0,0.0002,2026-09-07T05:25:52.419822Z
NA000759,P000471,0.0027,0.0008,0.0005,2026-09-07T05:25:52.419826Z
NA000760,PH000380,0.0005,0,0.0002,2026-09-07T05:25:52.419830Z
NA000761,P000474,0.0016,0.0006,0.0004,2026-09-07T05:25:52.419835Z
NA000762,PH000381,0.0005,0,0.0002,2026-09-07T05:25:52.419842Z
NA000763,P000475,0.0027,0.0012,0.0006,2026-09-07T05:25:52.419848Z
NA000764,PH000382,0.0005,0,0.0002,2026-09-07T05:25:52.419852Z
NA000765,P000478,0.0016,0.0008,0.0004,2026-09-07T05:25:52.419856Z
NA000766,PH000383,0.0005,0,0.0002,2026-09-07T05:25:52.419861Z
NA000767,P000479,0.0043,0.0022,0.0009,2026-09-07T05:25:52.419865Z
NA000768,PH000384,0.0005,0,0.0002,2026-09-07T05:25:52.419870Z
NA000769,P000480,0.0016,0.0006,0.0004,2026-09-07T05:25:52.419874Z
NA000770,PH000385,0.0005,0,0.0002,2026-09-07T05:25:52.419879Z
NA000771,P000482,0.0016,0.0006,0.0004,2026-09-07T05:25:52.419883Z
NA000772,PH000386,0.0005,0,0.0002,2026-09-07T05:25:52.419888Z
NA000773,P000489,0.0021,0.0006,0.0005,2026-09-07T05:25:52.419892Z
NA000774,PH000387,0.0005,0,0.0002,2026-09-07T05:25:52.419897Z
NA000775,P000497,0.0021,0.0057,0.0005,2026-09-07T05:25:52.419901Z
NA000776,PH000388,0.0005,0,0.0002,2026-09-07T05:25:52.419906Z
NA000777,P000503,0.0021,0.0058,0.0004,2026-09-07T05:25:52.419910Z
NA000778,PH000389,0.0005,0,0.0002,2026-09-07T05:25:52.419915Z
NA000779,P000506,0.0016,0.0006,0.0004,2026-09-07T05:25:52.419919Z
NA000780,PH000390,0.0005,0,0.0002,2026-09-07T05:25:52.419923Z
NA000781,P000517,0.0027,0.0009,0.0006,2026-09-07T05:25:52.419928Z
NA000782,PH000391,0.0005,0,0.0002,2026-09-07T05:25:52.419932Z
NA000783,P000525,0.0021,0.0007,0.0005,2026-09-07T05:25:52.419936Z
NA000784,PH000392,0.0005,0,0.0002,2026-09-07T05:25:52.419941Z
NA000785,P000526,0.0016,0.0006,0.0004,2026-09-07T05:25:52.419945Z
NA000786,PH000393,0.0005,0,0.0002,2026-09-07T05:25:52.419949Z
NA000787,P000529,0.0032,0.0067,0.0009,2026-09-07T05:25:52.419954Z
NA000788,PH000394,0.0005,0,0.0002,2026-09-07T05:25:52.419958Z
NA000789,P000530,0.0027,0.001,0.0005,2026-09-07T05:25:52.419963Z
NA000790,PH000395,0.0005,0,0.0002,2026-09-07T05:25:52.419967Z
NA000791,P000544,0.0021,0.0011,0.0006,2026-09-07T05:25:52.419971Z
NA000792,PH000396,0.0005,0,0.0002,2026-09-07T05:25:52.419976Z
NA000793,P000547,0.0027,0.0014,0.0005,2026-09-07T05:25:52.419980Z
NA000794,PH000397,0.0005,0,0.0002,2026-09-07T05:25:52.419985Z
NA000795,P000548,0.0027,0.0007,0.0005,2026-09-07T05:25:52.419989Z
NA000796,PH000398,0.0005,0,0.0002,2026-09-07T05:25:52.419994Z
NA000797,P000549,0.0016,0.0006,0.0004,2026-09-07T05:25:52.419998Z
NA000798,PH000399,0.0005,0,0.0002,2026-09-07T05:25:52.420003Z
NA000799,P000550,0.0021,0.0007,0.0005,2026-09-07T05:25:52.420007Z
NA000800,PH000400,0.0005,0,0.0002,2026-09-07T05:25:52.420011Z
NA000801,P000551,0.0032,0.0014,0.0007,2026-09-07T05:25:52.420016Z
NA000802,PH000401,0.0005,0,0.0002,2026-09-07T05:25:52.420020Z
NA000803,P000552,0.0021,0.001,0.0005,2026-09-07T05:25:52.420025Z
NA000804,PH000402,0.0005,0,0.0002,2026-09-07T05:25:52.420029Z
NA000805,P000553,0.0032,0.0014,0.0006,2026-09-07T05:25:52.420034Z
NA000806,PH000403,0.0005,0,0.0002,2026-09-07T05:25:52.420038Z
NA000807,P000558,0.0032,0.0014,0.0007,2026-09-07T05:25:52.420043Z
NA000808,PH000404,0.0005,0,0.0002,2026-09-07T05:25:52.420047Z
NA000809,P000565,0.0038,0.0018,0.0007,2026-09-07T05:25:52.420051Z
NA000810,PH000405,0.0005,0,0.0002,2026-09-07T05:25:52.420056Z
NA000811,P000569,0.0016,0.0007,0.0004,2026-09-07T05:25:52.420060Z
NA000812,PH000406,0.0005,0,0.0002,2026-09-07T05:25:52.420064Z
NA000813,P000570,0.0021,0.0011,0.0006,2026-09-07T05:25:52.420069Z
NA000814,PH000407,0.0005,0,0.0002,2026-09-07T05:25:52.420074Z
NA000815,P000573,0.0016,0.0006,0.0004,2026-09-07T05:25:52.420078Z
NA000816,PH000408,0.0005,0,0.0002,2026-09-07T05:25:52.420082Z
NA000817,P000574,0.0021,0.0011,0.0006,2026-09-07T05:25:52.420094Z
NA000818,PH000409,0.0005,0,0.0002,2026-09-07T05:25:52.420098Z
NA000819,P000575,0.0027,0.0067,0.0008,2026-09-07T05:25:52.420103Z
NA000820,PH000410,0.0005,0,0.0002,2026-09-07T05:25:52.420108Z
NA000821,P000587,0.0011,0.0055,0.0003,2026-09-07T05:25:52.420113Z
NA000822,PH000411,0.0005,0,0.0002,2026-09-07T05:25:52.420117Z
NA000823,P000594,0.0021,0.0058,0.0004,2026-09-07T05:25:52.420122Z
NA000824,PH000412,0.0005,0,0.0002,2026-09-07T05:25:52.420126Z
NA000825,P000596,0.0032,0.0063,0.0005,2026-09-07T05:25:52.420131Z
NA000826,PH000413,0.0005,0,0.0002,2026-09-07T05:25:52.420135Z
NA000827,P000599,0.0016,0.0006,0.0004,2026-09-07T05:25:52.420140Z
NA000828,PH000414,0.0005,0,0.0002,2026-09-07T05:25:52.420144Z
NA000829,P000603,0.0021,0.0006,0.0005,2026-09-07T05:25:52.420149Z
NA000830,PH000415,0.0005,0,0.0002,2026-09-07T05:25:52.420153Z
NA000831,P000607,0.0021,0.0007,0.0004,2026-09-07T05:25:52.420158Z
NA000832,PH000416,0.0005,0,0.0002,2026-09-07T05:25:52.420163Z
NA000833,P000609,0.0043,0.0016,0.0008,2026-09-07T05:25:52.420167Z
NA000834,PH000417,0.0005,0,0.0002,2026-09-07T05:25:52.420172Z
NA000835,P000613,0.0016,0.0006,0.0004,2026-09-07T05:25:52.420176Z
NA000836,PH000418,0.0005,0,0.0002,2026-09-07T05:25:52.420181Z
NA000837,P000617,0.0016,0.0005,0.0004,2026-09-07T05:25:52.420185Z
NA000838,PH000419,0.0005,0,0.0002,2026-09-07T05:25:52.420190Z
NA000839,P000618,0.0038,0.0013,0.0006,2026-09-07T05:25:52.420195Z
NA000840,PH000420,0.0005,0,0.0002,2026-09-07T05:25:52.420199Z
NA000841,P000621,0.0021,0.0061,0.0006,2026-09-07T05:25:52.420204Z
NA000842,PH000421,0.0005,0,0.0002,2026-09-07T05:25:52.420208Z
NA000843,P000622,0.0038,0.0013,0.0006,2026-09-07T05:25:52.420213Z
NA000844,PH000422,0.0005,0,0.0002,2026-09-07T05:25:52.420218Z
NA000845,PH000423,0.0005,0,0.0001,2026-09-07T05:25:52.420222Z
NA000846,PH000424,0.0005,0,0.0002,2026-09-07T05:25:52.420227Z
NA000847,PH000425,0.0005,0,0.0001,2026-09-07T05:25:52.420231Z
NA000848,PH000426,0.0005,0,0.0001,2026-09-07T05:25:52.420246Z
NA000849,PH000427,0.0005,0,0.0002,2026-09-07T05:25:52.420253Z
NA000850,PH000428,0.0005,0,0.0001,2026-09-07T05:25:52.420257Z
NA000851,PH000429,0.0005,0,0.0001,2026-09-07T05:25:52.420262Z
NA000852,PH000430,0.0005,0,0.0002,2026-09-07T05:25:52.420267Z
NA000853,PH000431,0.0005,0,0.0002,2026-09-07T05:25:52.420271Z
NA000854,PH000432,0.0005,0,0.0001,2026-09-07T05:25:52.420276Z
NA000855,PH000433,0.0005,0,0.0001,2026-09-07T05:25:52.420280Z
NA000856,VH000002,0.0005,0,0.0002,2026-09-07T05:25:52.420285Z
NA000857,VH000003,0.0005,0,0.0002,2026-09-07T05:25:52.420289Z
NA000858,VH000004,0.0005,0,0.0001,2026-09-07T05:25:52.420294Z
NA000859,VH000005,0.0005,0,0.0001,2026-09-07T05:25:52.420298Z
NA000860,VH000006,0.0005,0,0.0002,2026-09-07T05:25:52.420303Z
NA000861,VH000007,0.0005,0,0.0002,2026-09-07T05:25:52.420307Z
NA000862,VH000008,0.0005,0,0.0002,2026-09-07T05:25:52.420315Z
NA000863,VH000009,0.0005,0,0.0001,2026-09-07T05:25:52.420320Z
NA000864,VH000010,0.0005,0,0.0001,2026-09-07T05:25:52.420325Z
NA000865,VH000011,0.0005,0,0.0002,2026-09-07T05:25:52.420329Z
NA000866,VH000013,0.0005,0,0.0001,2026-09-07T05:25:52.420334Z
NA000867,VH000014,0.0005,0,0.0002,2026-09-07T05:25:52.420338Z
NA000868,VH000015,0.0005,0,0.0001,2026-09-07T05:25:52.420343Z
NA000869,VH000016,0.0005,0,0.0002,2026-09-07T05:25:52.420347Z
NA000870,VH000017,0.0005,0,0.0001,2026-09-07T05:25:52.420352Z
NA000871,VH000018,0.0005,0,0.0001,2026-09-07T05:25:52.420356Z
NA000872,VH000019,0.0005,0,0.0001,2026-09-07T05:25:52.420360Z
NA000873,VH000020,0.0005,0,0.0001,2026-09-07T05:25:52.420364Z
NA000874,VH000021,0.0005,0,0.0001,2026-09-07T05:25:52.420369Z
NA000875,VH000023,0.0005,0,0.0002,2026-09-07T05:25:52.420373Z
NA000876,VH000024,0.0005,0,0.0001,2026-09-07T05:25:52.420378Z
NA000877,VH000025,0.0005,0,0.0001,2026-09-07T05:25:52.420382Z
NA000878,VH000026,0.0005,0,0.0001,2026-09-07T05:25:52.420387Z
NA000879,VH000027,0.0005,0,0.0002,2026-09-07T05:25:52.420391Z
NA000880,VH000028,0.0005,0,0.0001,2026-09-07T05:25:52.420395Z
NA000881,VH000029,0.0005,0,0.0002,2026-09-07T05:25:52.420400Z
NA000882,VH000030,0.0005,0,0.0001,2026-09-07T05:25:52.420404Z
NA000883,VH000032,0.0005,0,0.0001,2026-09-07T05:25:52.420409Z
NA000884,VH000033,0.0005,0,0.0001,2026-09-07T05:25:52.420413Z
NA000885,VH000034,0.0005,0,0.0001,2026-09-07T05:25:52.420418Z
NA000886,VH000035,0.0005,0,0.0001,2026-09-07T05:25:52.420422Z
NA000887,VH000036,0.0005,0,0.0001,2026-09-07T05:25:52.420426Z
NA000888,VH000037,0.0005,0,0.0001,2026-09-07T05:25:52.420431Z
NA000889,VH000038,0.0005,0,0.0002,2026-09-07T05:25:52.420435Z
NA000890,VH000039,0.0005,0,0.0001,2026-09-07T05:25:52.420440Z
NA000891,VH000040,0.0005,0,0.0001,2026-09-07T05:25:52.420444Z
NA000892,VH000041,0.0005,0,0.0001,2026-09-07T05:25:52.420449Z
NA000893,VH000042,0.0005,0,0.0001,2026-09-07T05:25:52.420453Z
NA000894,VH000043,0.0005,0,0.0001,2026-09-07T05:25:52.420457Z
NA000895,VH000044,0.0005,0,0.0001,2026-09-07T05:25:52.420462Z
NA000896,VH000045,0.0005,0,0.0001,2026-09-07T05:25:52.420466Z
NA000897,VH000046,0.0005,0,0.0002,2026-09-07T05:25:52.420471Z
NA000898,VH000047,0.0005,0,0.0001,2026-09-07T05:25:52.420475Z
NA000899,VH000049,0.0005,0,0.0001,2026-09-07T05:25:52.420480Z
NA000900,VH000050,0.0005,0,0.0001,2026-09-07T05:25:52.420484Z
NA000901,VH000051,0.0005,0,0.0001,2026-09-07T05:25:52.420489Z
NA000902,VH000052,0.0005,0,0.0001,2026-09-07T05:25:52.420494Z
NA000903,VH000053,0.0005,0,0.0001,2026-09-07T05:25:52.420498Z
NA000904,VH000054,0.0005,0,0.0001,2026-09-07T05:25:52.420503Z
NA000905,VH000055,0.0005,0,0.0001,2026-09-07T05:25:52.420508Z
NA000906,VH000056,0.0005,0,0.0002,2026-09-07T05:25:52.420512Z
NA000907,VH000057,0.0005,0,0.0001,2026-09-07T05:25:52.420516Z
NA000908,VH000058,0.0005,0,0.0001,2026-09-07T05:25:52.420521Z
NA000909,VH000059,0.0005,0,0.0001,2026-09-07T05:25:52.420525Z
NA000910,VH000060,0.0005,0,0.0001,2026-09-07T05:25:52.420529Z
NA000911,VH000061,0.0005,0,0.0001,2026-09-07T05:25:52.420534Z
NA000912,VH000062,0.0005,0,0.0001,2026-09-07T05:25:52.420539Z
NA000913,VH000063,0.0005,0,0.0001,2026-09-07T05:25:52.420544Z
NA000914,VH000065,0.0005,0,0.0001,2026-09-07T05:25:52.420548Z
NA000915,VH000066,0.0005,0,0.0002,2026-09-07T05:25:52.420552Z
NA000916,VH000067,0.0005,0,0.0001,2026-09-07T05:25:52.420557Z
NA000917,VH000068,0.0005,0,0.0001,2026-09-07T05:25:52.420561Z
NA000918,VH000069,0.0005,0,0.0001,2026-09-07T05:25:52.420566Z
NA000919,VH000070,0.0005,0,0.0001,2026-09-07T05:25:52.420571Z
NA000920,VH000071,0.0005,0,0.0002,2026-09-07T05:25:52.420578Z
NA000921,VH000072,0.0005,0,0.0002,2026-09-07T05:25:52.420585Z
NA000922,VH000073,0.0005,0,0.0001,2026-09-07T05:25:52.420592Z
NA000923,VH000075,0.0005,0,0.0001,2026-09-07T05:25:52.420600Z
NA000924,VH000076,0.0005,0,0.0001,2026-09-07T05:25:52.420607Z
NA000925,VH000077,0.0005,0,0.0001,2026-09-07T05:25:52.420612Z
NA000926,VH000078,0.0005,0,0.0001,2026-09-07T05:25:52.420617Z
NA000927,VH000079,0.0005,0,0.0001,2026-09-07T05:25:52.420622Z
NA000928,VH000080,0.0005,0,0.0001,2026-09-07T05:25:52.420626Z
NA000929,VH000081,0.0005,0,0.0001,2026-09-07T05:25:52.420631Z
NA000930,VH000083,0.0005,0,0.0002,2026-09-07T05:25:52.420635Z
NA000931,VH000084,0.0005,0,0.0001,2026-09-07T05:25:52.420640Z
NA000932,VH000085,0.0005,0,0.0002,2026-09-07T05:25:52.420644Z
NA000933,VH000086,0.0005,0,0.0002,2026-09-07T05:25:52.420649Z
NA000934,VH000087,0.0005,0,0.0002,2026-09-07T05:25:52.420654Z
NA000935,VH000088,0.0005,0,0.0002,2026-09-07T05:25:52.420659Z
NA000936,VH000089,0.0005,0,0.0002,2026-09-07T05:25:52.420663Z
NA000937,VH000090,0.0005,0,0.0002,2026-09-07T05:25:52.420668Z
NA000938,VH000091,0.0005,0,0.0002,2026-09-07T05:25:52.420673Z
NA000939,VH000093,0.0005,0,0.0001,2026-09-07T05:25:52.420677Z
NA000940,VH000094,0.0005,0,0.0001,2026-09-07T05:25:52.420682Z
NA000941,VH000095,0.0005,0,0.0001,2026-09-07T05:25:52.420687Z
NA000942,VH000096,0.0005,0,0.0001,2026-09-07T05:25:52.420691Z
NA000943,VH000097,0.0005,0,0.0001,2026-09-07T05:25:52.420696Z
NA000944,VH000098,0.0005,0,0.0001,2026-09-07T05:25:52.420700Z
NA000945,VH000099,0.0005,0,0.0001,2026-09-07T05:25:52.420704Z
NA000946,VH000100,0.0005,0,0.0001,2026-09-07T05:25:52.420709Z
NA000947,VH000101,0.0005,0,0.0001,2026-09-07T05:25:52.420713Z
NA000948,VH000102,0.0005,0,0.0001,2026-09-07T05:25:52.420718Z
NA000949,VH000103,0.0005,0,0.0001,2026-09-07T05:25:52.420722Z
NA000950,VH000104,0.0005,0,0.0001,2026-09-07T05:25:52.420727Z
NA000951,VH000106,0.0005,0,0.0001,2026-09-07T05:25:52.420731Z
NA000952,VH000107,0.0005,0,0.0002,2026-09-07T05:25:52.420736Z
NA000953,VH000108,0.0005,0,0.0001,2026-09-07T05:25:52.420740Z
NA000954,VH000109,0.0005,0,0.0002,2026-09-07T05:25:52.420744Z
NA000955,VH000110,0.0005,0,0.0001,2026-09-07T05:25:52.420749Z
NA000956,VH000111,0.0005,0,0.0002,2026-09-07T05:25:52.420753Z
NA000957,VH000112,0.0005,0,0.0002,2026-09-07T05:25:52.420758Z
NA000958,VH000113,0.0005,0,0.0001,2026-09-07T05:25:52.420763Z
NA000959,VH000115,0.0005,0,0.0002,2026-09-07T05:25:52.420767Z
NA000960,VH000116,0.0005,0,0.0002,2026-09-07T05:25:52.420772Z
NA000961,VH000117,0.0005,0,0.0002,2026-09-07T05:25:52.420776Z
NA000962,VH000118,0.0005,0,0.0002,2026-09-07T05:25:52.420780Z
NA000963,VH000119,0.0005,0,0.0001,2026-09-07T05:25:52.420785Z
NA000964,VH000120,0.0005,0,0.0002,2026-09-07T05:25:52.420790Z
NA000965,VH000121,0.0005,0,0.0001,2026-09-07T05:25:52.420794Z
NA000966,VH000122,0.0005,0,0.0002,2026-09-07T05:25:52.420798Z
NA000967,VH000123,0.0005,0,0.0002,2026-09-07T05:25:52.420803Z
NA000968,VH000124,0.0005,0,0.0002,2026-09-07T05:25:52.420807Z
NA000969,VH000125,0.0005,0,0.0002,2026-09-07T05:25:52.420812Z
NA000970,VH000126,0.0005,0,0.0002,2026-09-07T05:25:52.420816Z
NA000971,VH000127,0.0005,0,0.0002,2026-09-07T05:25:52.420821Z
NA000972,VH000128,0.0005,0,0.0002,2026-09-07T05:25:52.420826Z
NA000973,VH000129,0.0005,0,0.0002,2026-09-07T05:25:52.420830Z
NA000974,VH000130,0.0005,0,0.0002,2026-09-07T05:25:52.420836Z
NA000975,VH000131,0.0005,0,0.0002,2026-09-07T05:25:52.420841Z
NA000976,VH000133,0.0005,0,0.0002,2026-09-07T05:25:52.420845Z
NA000977,VH000134,0.0005,0,0.0001,2026-09-07T05:25:52.420850Z
NA000978,VH000135,0.0005,0,0.0002,2026-09-07T05:25:52.420854Z
NA000979,VH000136,0.0005,0,0.0002,2026-09-07T05:25:52.420861Z
NA000980,VH000137,0.0005,0,0.0002,2026-09-07T05:25:52.420866Z
NA000981,VH000138,0.0005,0,0.0001,2026-09-07T05:25:52.420870Z
NA000982,VH000139,0.0005,0,0.0002,2026-09-07T05:25:52.420875Z
NA000983,VH000140,0.0005,0,0.0002,2026-09-07T05:25:52.420880Z
NA000984,P000211,0.0038,0.0014,0.0006,2026-09-07T05:25:52.420886Z
NA000985,VH000141,0.0005,0,0.0002,2026-09-07T05:25:52.420891Z
NA000986,P000214,0.0043,0.0015,0.0007,2026-09-07T05:25:52.420895Z
NA000987,VH000142,0.0005,0,0.0002,2026-09-07T05:25:52.420900Z
NA000988,VH000143,0.0005,0,0.0002,2026-09-07T05:25:52.420905Z
NA000989,VH000144,0.0005,0,0.0002,2026-09-07T05:25:52.420910Z
NA000990,P000222,0.0054,0.0036,0.0008,2026-09-07T05:25:52.420914Z
NA000991,VH000145,0.0005,0,0.0001,2026-09-07T05:25:52.420919Z
NA000992,VH000146,0.0005,0,0.0002,2026-09-07T05:25:52.420923Z
NA000993,P000229,0.0027,0.0062,0.0005,2026-09-07T05:25:52.420928Z
NA000994,VH000147,0.0005,0,0.0002,2026-09-07T05:25:52.420932Z
NA000995,VH000148,0.0005,0,0.0001,2026-09-07T05:25:52.420937Z
NA000996,P000239,0.0054,0.0025,0.0008,2026-09-07T05:25:52.420942Z
NA000997,VH000149,0.0005,0,0.0001,2026-09-07T05:25:52.420946Z
NA000998,P000242,0.0038,0.0016,0.0006,2026-09-07T05:25:52.420953Z
NA000999,VH000150,0.0005,0,0.0002,2026-09-07T05:25:52.420957Z
NA001000,VH000151,0.0005,0,0.0002,2026-09-07T05:25:52.420962Z
NA001001,VH000152,0.0005,0,0.0002,2026-09-07T05:25:52.420966Z
NA001002,P000253,0.0016,0.0006,0.0004,2026-09-07T05:25:52.420971Z
NA001003,VH000153,0.0005,0,0.0002,2026-09-07T05:25:52.420975Z
NA001004,VH000154,0.0005,0,0.0002,2026-09-07T05:25:52.420980Z
NA001005,VH000155,0.0005,0,0.0002,2026-09-07T05:25:52.420984Z
NA001006,P000262,0.0016,0.0007,0.0004,2026-09-07T05:25:52.420989Z
NA001007,VH000156,0.0005,0,0.0002,2026-09-07T05:25:52.420993Z
NA001008,P000277,0.0021,0.0011,0.0006,2026-09-07T05:25:52.420998Z
NA001009,VH000157,0.0005,0,0.0002,2026-09-07T05:25:52.421002Z
NA001010,P000278,0.0048,0.0017,0.0008,2026-09-07T05:25:52.421007Z
NA001011,VH000158,0.0005,0,0.0001,2026-09-07T05:25:52.421011Z
NA001012,VH000159,0.0005,0,0.0002,2026-09-07T05:25:52.421016Z
NA001013,VH000160,0.0005,0,0.0002,2026-09-07T05:25:52.421020Z
NA001014,VH000161,0.0005,0,0.0002,2026-09-07T05:25:52.421024Z
NA001015,P000284,0.0016,0.0011,0.0004,2026-09-07T05:25:52.421029Z
NA001016,VH000162,0.0005,0,0.0002,2026-09-07T05:25:52.421033Z
NA001017,VH000163,0.0005,0,0.0002,2026-09-07T05:25:52.421038Z
NA001018,P000290,0.0038,0.0064,0.0007,2026-09-07T05:25:52.421044Z
NA001019,VH000164,0.0005,0,0.0002,2026-09-07T05:25:52.421049Z
NA001020,P000291,0.0032,0.0012,0.0006,2026-09-07T05:25:52.421053Z
NA001021,VH000165,0.0005,0,0.0002,2026-09-07T05:25:52.421060Z
NA001022,P000293,0.0027,0.001,0.0005,2026-09-07T05:25:52.421065Z
NA001023,VH000166,0.0005,0,0.0002,2026-09-07T05:25:52.421069Z
NA001024,VH000167,0.0005,0,0.0001,2026-09-07T05:25:52.421073Z
NA001025,P000297,0.0027,0.0009,0.0005,2026-09-07T05:25:52.421078Z
