id,source_entity_id,source_entity_type,target_entity_id,target_entity_type,relationship_type,confidence_score,first_seen_at,last_seen_at,source_record_id,source_record_type,evidence_id,status,created_at
REL004059,P000417,PERSON,P000034,PERSON,COMMUNICATED_WITH,0.76,2026-05-23T22:36:48Z,2026-05-23T22:40:44Z,CDR-20260523-000544,CDR,EV000094,archived,2026-09-07T05:41:13.501627Z
REL004060,P000083,PERSON,P000093,PERSON,COMMUNICATED_WITH,0.85,2024-05-23T18:45:23Z,2024-05-23T18:56:25Z,CDR-20240523-000545,CDR,EV000101,archived,2026-09-07T05:41:13.501759Z
REL004061,P000001,PERSON,P000005,PERSON,COMMUNICATED_WITH,0.96,2025-11-17T20:34:24Z,2025-11-17T20:46:43Z,CDR-20251117-000546,CDR,EV000092,active,2026-09-07T05:41:13.501894Z
REL004062,P000051,PERSON,P000419,PERSON,COMMUNICATED_WITH,0.81,2024-03-21T03:29:00Z,2024-03-21T03:36:43Z,CDR-20240321-000547,CDR,EV000101,active,2026-09-07T05:41:13.502042Z
REL004063,P000104,PERSON,P000306,PERSON,COMMUNICATED_WITH,0.82,2025-10-18T19:22:23Z,2025-10-18T19:34:20Z,CDR-20251018-000548,CDR,EV000101,active,2026-09-07T05:41:13.502258Z
REL004064,P000127,PERSON,P000122,PERSON,COMMUNICATED_WITH,0.94,2024-08-09T14:14:44Z,2024-08-09T14:20:14Z,CDR-20240809-000549,CDR,EV000094,archived,2026-09-07T05:41:13.502391Z
REL004065,P000024,PERSON,P000611,PERSON,COMMUNICATED_WITH,0.9,2024-03-28T20:43:42Z,2024-03-28T20:54:38Z,CDR-20240328-000550,CDR,EV000092,active,2026-09-07T05:41:13.502610Z
REL004066,P000249,PERSON,P000068,PERSON,COMMUNICATED_WITH,0.97,2024-10-28T02:34:25Z,2024-10-28T02:48:03Z,CDR-20241028-000551,CDR,EV000093,active,2026-09-07T05:41:13.502744Z
REL004067,P000078,PERSON,P000079,PERSON,COMMUNICATED_WITH,0.87,2025-04-03T00:30:56Z,2025-04-03T00:43:40Z,CDR-20250403-000552,CDR,EV000092,active,2026-09-07T05:41:13.502882Z
REL004068,P000019,PERSON,P000026,PERSON,COMMUNICATED_WITH,0.85,2025-01-31T14:52:40Z,2025-01-31T14:53:51Z,CDR-20250131-000553,CDR,EV000093,active,2026-09-07T05:41:13.502940Z
REL004069,P000156,PERSON,P000078,PERSON,COMMUNICATED_WITH,0.85,2025-10-22T20:25:26Z,2025-10-22T20:35:27Z,CDR-20251022-000554,CDR,EV000092,active,2026-09-07T05:41:13.503157Z
REL004070,P000093,PERSON,P000085,PERSON,COMMUNICATED_WITH,0.87,2024-06-30T10:07:58Z,2024-06-30T10:10:20Z,CDR-20240630-000555,CDR,EV000093,archived,2026-09-07T05:41:13.503289Z
REL004071,P000332,PERSON,P000179,PERSON,COMMUNICATED_WITH,0.83,2024-08-07T18:27:07Z,2024-08-07T18:31:45Z,CDR-20240807-000556,CDR,EV000096,active,2026-09-07T05:41:13.503420Z
REL004072,P000390,PERSON,P000135,PERSON,COMMUNICATED_WITH,0.85,2025-07-29T23:00:04Z,2025-07-29T23:12:36Z,CDR-20250729-000557,CDR,EV000098,archived,2026-09-07T05:41:13.503609Z
REL004073,P000230,PERSON,P000117,PERSON,COMMUNICATED_WITH,0.95,2026-04-24T22:38:53Z,2026-04-24T22:52:39Z,CDR-20260424-000558,CDR,EV000102,active,2026-09-07T05:41:13.503742Z
REL004074,P000057,PERSON,P000068,PERSON,COMMUNICATED_WITH,0.96,2025-05-14T16:44:02Z,2025-05-14T16:51:32Z,CDR-20250514-000559,CDR,EV000096,active,2026-09-07T05:41:13.503803Z
REL004075,P000096,PERSON,P000420,PERSON,COMMUNICATED_WITH,0.8,2025-06-14T12:27:01Z,2025-06-14T12:31:18Z,CDR-20250614-000560,CDR,EV000099,active,2026-09-07T05:41:13.504022Z
REL004076,P000255,PERSON,P000195,PERSON,COMMUNICATED_WITH,0.76,2026-02-22T08:33:52Z,2026-02-22T08:41:16Z,CDR-20260222-000561,CDR,EV000098,archived,2026-09-07T05:41:13.504156Z
REL004077,P000155,PERSON,P000168,PERSON,COMMUNICATED_WITH,0.96,2024-03-09T12:21:21Z,2024-03-09T12:24:45Z,CDR-20240309-000562,CDR,EV000096,archived,2026-09-07T05:41:13.504289Z
REL004078,P000623,PERSON,P000548,PERSON,COMMUNICATED_WITH,0.85,2026-02-06T01:24:56Z,2026-02-06T01:31:46Z,CDR-20260206-000563,CDR,EV000093,archived,2026-09-07T05:41:13.504445Z
REL004079,P000166,PERSON,P000157,PERSON,COMMUNICATED_WITH,0.82,2024-07-28T17:59:51Z,2024-07-28T18:13:01Z,CDR-20240728-000564,CDR,EV000101,active,2026-09-07T05:41:13.504575Z
REL004080,P000071,PERSON,P000078,PERSON,COMMUNICATED_WITH,0.79,2024-08-21T08:46:31Z,2024-08-21T08:57:42Z,CDR-20240821-000565,CDR,EV000097,active,2026-09-07T05:41:13.504634Z
REL004081,P000011,PERSON,P000001,PERSON,COMMUNICATED_WITH,0.98,2026-08-05T04:41:16Z,2026-08-05T04:54:37Z,CDR-20260805-000566,CDR,EV000102,archived,2026-09-07T05:41:13.504767Z
REL004082,P000025,PERSON,P000080,PERSON,COMMUNICATED_WITH,0.77,2024-11-18T20:40:07Z,2024-11-18T20:53:59Z,CDR-20241118-000567,CDR,EV000091,archived,2026-09-07T05:41:13.504989Z
REL004083,P000404,PERSON,P000095,PERSON,COMMUNICATED_WITH,0.95,2024-11-03T09:20:09Z,2024-11-03T09:25:56Z,CDR-20241103-000568,CDR,EV000099,archived,2026-09-07T05:41:13.505121Z
REL004084,P000082,PERSON,P000057,PERSON,COMMUNICATED_WITH,0.93,2024-04-10T16:01:12Z,2024-04-10T16:06:43Z,CDR-20240410-000569,CDR,EV000100,active,2026-09-07T05:41:13.505332Z
REL004085,P000302,PERSON,P000183,PERSON,COMMUNICATED_WITH,0.83,2024-12-15T10:24:06Z,2024-12-15T10:33:52Z,CDR-20241215-000570,CDR,EV000095,archived,2026-09-07T05:41:13.505462Z
REL004086,P000075,PERSON,P000084,PERSON,COMMUNICATED_WITH,0.85,2026-02-14T05:50:20Z,2026-02-14T05:57:34Z,CDR-20260214-000571,CDR,EV000092,active,2026-09-07T05:41:13.505520Z
REL004087,P000067,PERSON,P000055,PERSON,COMMUNICATED_WITH,0.9,2026-01-17T01:56:01Z,2026-01-17T02:09:42Z,CDR-20260117-000572,CDR,EV000096,active,2026-09-07T05:41:13.505670Z
REL004088,P000581,PERSON,P000090,PERSON,COMMUNICATED_WITH,0.86,2025-06-18T05:36:32Z,2025-06-18T05:38:14Z,CDR-20250618-000573,CDR,EV000092,archived,2026-09-07T05:41:13.505827Z
REL004089,P000110,PERSON,P000264,PERSON,COMMUNICATED_WITH,0.92,2025-07-18T21:37:14Z,2025-07-18T21:43:59Z,CDR-20250718-000574,CDR,EV000099,archived,2026-09-07T05:41:13.506047Z
REL004090,P000338,PERSON,P000489,PERSON,COMMUNICATED_WITH,0.76,2025-12-12T07:02:03Z,2025-12-12T07:15:40Z,CDR-20251212-000575,CDR,EV000096,archived,2026-09-07T05:41:13.506230Z
REL004091,P000584,PERSON,P000041,PERSON,COMMUNICATED_WITH,0.9,2026-03-19T06:23:28Z,2026-03-19T06:31:57Z,CDR-20260319-000576,CDR,EV000095,archived,2026-09-07T05:41:13.506389Z
REL004092,P000120,PERSON,P000124,PERSON,COMMUNICATED_WITH,0.92,2024-09-19T15:59:48Z,2024-09-19T16:13:02Z,CDR-20240919-000577,CDR,EV000102,active,2026-09-07T05:41:13.506449Z
REL004093,P000044,PERSON,P000266,PERSON,COMMUNICATED_WITH,0.87,2024-01-08T07:57:45Z,2024-01-08T08:05:42Z,CDR-20240108-000578,CDR,EV000094,active,2026-09-07T05:41:13.506668Z
REL004094,P000408,PERSON,P000546,PERSON,COMMUNICATED_WITH,0.88,2026-02-21T12:21:22Z,2026-02-21T12:25:10Z,CDR-20260221-000579,CDR,EV000100,active,2026-09-07T05:41:13.506843Z
REL004095,P000085,PERSON,P000093,PERSON,COMMUNICATED_WITH,0.95,2026-02-09T07:38:17Z,2026-02-09T07:46:05Z,CDR-20260209-000580,CDR,EV000092,archived,2026-09-07T05:41:13.506978Z
REL004096,P000220,PERSON,P000332,PERSON,COMMUNICATED_WITH,0.82,2025-01-21T18:19:40Z,2025-01-21T18:33:03Z,CDR-20250121-000581,CDR,EV000092,active,2026-09-07T05:41:13.507150Z
REL004097,P000340,PERSON,P000186,PERSON,COMMUNICATED_WITH,0.8,2026-04-13T00:47:31Z,2026-04-13T01:01:34Z,CDR-20260413-000582,CDR,EV000099,archived,2026-09-07T05:41:13.507285Z
REL004098,P000071,PERSON,P000248,PERSON,COMMUNICATED_WITH,0.91,2025-03-25T13:33:33Z,2025-03-25T13:48:00Z,CDR-20250325-000583,CDR,EV000099,active,2026-09-07T05:41:13.507426Z
REL004099,P000541,PERSON,P000267,PERSON,COMMUNICATED_WITH,0.93,2025-09-26T08:57:55Z,2025-09-26T09:00:35Z,CDR-20250926-000584,CDR,EV000091,archived,2026-09-07T05:41:13.507598Z
REL004100,P000028,PERSON,P000029,PERSON,COMMUNICATED_WITH,0.81,2024-12-06T05:17:33Z,2024-12-06T05:23:31Z,CDR-20241206-000585,CDR,EV000096,archived,2026-09-07T05:41:13.507733Z
REL004101,P000618,PERSON,P000436,PERSON,COMMUNICATED_WITH,0.84,2024-03-29T12:59:10Z,2024-03-29T13:09:32Z,CDR-20240329-000586,CDR,EV000094,active,2026-09-07T05:41:13.507893Z
REL004102,P000144,PERSON,P000140,PERSON,COMMUNICATED_WITH,0.85,2025-02-04T19:06:26Z,2025-02-04T19:08:11Z,CDR-20250204-000587,CDR,EV000095,active,2026-09-07T05:41:13.508024Z
REL004103,P000406,PERSON,P000079,PERSON,COMMUNICATED_WITH,0.9,2025-04-30T16:07:31Z,2025-04-30T16:17:34Z,CDR-20250430-000588,CDR,EV000095,active,2026-09-07T05:41:13.508152Z
REL004104,P000140,PERSON,P000144,PERSON,COMMUNICATED_WITH,0.8,2025-02-18T09:28:07Z,2025-02-18T09:40:52Z,CDR-20250218-000589,CDR,EV000098,active,2026-09-07T05:41:13.508215Z
REL004105,P000116,PERSON,P000109,PERSON,COMMUNICATED_WITH,0.79,2025-07-20T09:51:48Z,2025-07-20T10:01:36Z,CDR-20250720-000590,CDR,EV000097,active,2026-09-07T05:41:13.508349Z
REL004106,P000597,PERSON,P000075,PERSON,COMMUNICATED_WITH,0.98,2025-03-13T11:40:21Z,2025-03-13T11:47:36Z,CDR-20250313-000591,CDR,EV000095,active,2026-09-07T05:41:13.508504Z
REL004107,P000221,PERSON,P000071,PERSON,COMMUNICATED_WITH,0.9,2025-05-03T05:17:32Z,2025-05-03T05:24:21Z,CDR-20250503-000592,CDR,EV000092,archived,2026-09-07T05:41:13.508639Z
REL004108,P000215,PERSON,P000036,PERSON,COMMUNICATED_WITH,0.96,2026-01-28T04:10:35Z,2026-01-28T04:19:43Z,CDR-20260128-000593,CDR,EV000096,active,2026-09-07T05:41:13.508769Z
REL004109,P000532,PERSON,P000406,PERSON,COMMUNICATED_WITH,0.95,2026-08-21T18:28:41Z,2026-08-21T18:37:39Z,CDR-20260821-000594,CDR,EV000091,archived,2026-09-07T05:41:13.508925Z
REL004110,P000097,PERSON,P000039,PERSON,COMMUNICATED_WITH,0.81,2024-11-27T23:43:56Z,2024-11-27T23:53:39Z,CDR-20241127-000595,CDR,EV000093,active,2026-09-07T05:41:13.509073Z
REL004111,P000280,PERSON,P000512,PERSON,COMMUNICATED_WITH,0.83,2024-05-21T22:57:22Z,2024-05-21T23:03:14Z,CDR-20240521-000596,CDR,EV000096,archived,2026-09-07T05:41:13.509253Z
REL004112,P000085,PERSON,P000090,PERSON,COMMUNICATED_WITH,0.88,2024-10-09T14:38:55Z,2024-10-09T14:53:47Z,CDR-20241009-000597,CDR,EV000100,archived,2026-09-07T05:41:13.509387Z
REL004113,P000128,PERSON,P000120,PERSON,COMMUNICATED_WITH,0.87,2025-12-20T13:12:55Z,2025-12-20T13:17:46Z,CDR-20251220-000598,CDR,EV000091,active,2026-09-07T05:41:13.509520Z
REL004114,P000001,PERSON,P000012,PERSON,COMMUNICATED_WITH,0.79,2026-01-05T02:31:07Z,2026-01-05T02:40:57Z,CDR-20260105-000599,CDR,EV000102,active,2026-09-07T05:41:13.509669Z
REL004115,P000038,PERSON,P000039,PERSON,COMMUNICATED_WITH,0.78,2024-03-09T02:27:43Z,2024-03-09T02:39:17Z,CDR-20240309-000600,CDR,EV000102,archived,2026-09-07T05:41:13.509807Z
REL004116,P000078,PERSON,P000095,PERSON,COMMUNICATED_WITH,0.91,2026-08-01T20:25:52Z,2026-08-01T20:40:44Z,CDR-20260801-000601,CDR,EV000098,active,2026-09-07T05:41:13.509873Z
REL004117,P000032,PERSON,P000132,PERSON,COMMUNICATED_WITH,0.83,2024-12-18T23:23:32Z,2024-12-18T23:37:01Z,CDR-20241218-000602,CDR,EV000091,active,2026-09-07T05:41:13.510144Z
REL004118,P000379,PERSON,P000078,PERSON,COMMUNICATED_WITH,0.94,2024-02-11T19:24:47Z,2024-02-11T19:38:01Z,CDR-20240211-000603,CDR,EV000098,active,2026-09-07T05:41:13.510281Z
REL004119,P000120,PERSON,P000133,PERSON,COMMUNICATED_WITH,0.94,2024-09-02T15:03:26Z,2024-09-02T15:05:41Z,CDR-20240902-000604,CDR,EV000098,active,2026-09-07T05:41:13.510415Z
REL004120,P000330,PERSON,P000094,PERSON,COMMUNICATED_WITH,0.95,2025-05-25T06:30:49Z,2025-05-25T06:39:38Z,CDR-20250525-000605,CDR,EV000096,archived,2026-09-07T05:41:13.510546Z
REL004121,P000036,PERSON,P000035,PERSON,COMMUNICATED_WITH,0.88,2024-06-18T01:33:24Z,2024-06-18T01:35:49Z,CDR-20240618-000606,CDR,EV000094,active,2026-09-07T05:41:13.510762Z
REL004122,P000197,PERSON,P000202,PERSON,COMMUNICATED_WITH,0.81,2025-01-25T18:09:19Z,2025-01-25T18:23:43Z,CDR-20250125-000607,CDR,EV000098,active,2026-09-07T05:41:13.510822Z
REL004123,P000407,PERSON,P000059,PERSON,COMMUNICATED_WITH,0.98,2026-01-08T19:09:16Z,2026-01-08T19:17:36Z,CDR-20260108-000608,CDR,EV000100,archived,2026-09-07T05:41:13.510953Z
REL004124,P000194,PERSON,P000193,PERSON,COMMUNICATED_WITH,0.78,2026-07-13T10:14:10Z,2026-07-13T10:27:30Z,CDR-20260713-000609,CDR,EV000097,archived,2026-09-07T05:41:13.511085Z
REL004125,P000032,PERSON,P000038,PERSON,COMMUNICATED_WITH,0.9,2025-07-29T08:43:24Z,2025-07-29T08:50:49Z,CDR-20250729-000610,CDR,EV000101,active,2026-09-07T05:41:13.511221Z
REL004126,P000061,PERSON,P000069,PERSON,COMMUNICATED_WITH,0.95,2025-02-04T10:01:34Z,2025-02-04T10:05:42Z,CDR-20250204-000611,CDR,EV000096,archived,2026-09-07T05:41:13.511361Z
REL004127,P000055,PERSON,P000062,PERSON,COMMUNICATED_WITH,0.77,2026-03-31T18:44:44Z,2026-03-31T18:59:08Z,CDR-20260331-000612,CDR,EV000099,active,2026-09-07T05:41:13.511496Z
REL004128,P000073,PERSON,P000084,PERSON,COMMUNICATED_WITH,0.84,2025-12-26T19:39:50Z,2025-12-26T19:50:38Z,CDR-20251226-000613,CDR,EV000093,active,2026-09-07T05:41:13.511557Z
REL004129,P000038,PERSON,P000040,PERSON,COMMUNICATED_WITH,0.89,2024-10-29T14:23:19Z,2024-10-29T14:34:01Z,CDR-20241029-000614,CDR,EV000098,archived,2026-09-07T05:41:13.511714Z
REL004130,P000153,PERSON,P000139,PERSON,COMMUNICATED_WITH,0.88,2024-05-27T16:35:57Z,2024-05-27T16:39:21Z,CDR-20240527-000615,CDR,EV000096,active,2026-09-07T05:41:13.511850Z
REL004131,P000134,PERSON,P000131,PERSON,COMMUNICATED_WITH,0.79,2026-08-07T01:08:33Z,2026-08-07T01:15:50Z,CDR-20260807-000616,CDR,EV000101,active,2026-09-07T05:41:13.511983Z
REL004132,P000406,PERSON,P000067,PERSON,COMMUNICATED_WITH,0.92,2025-10-19T05:02:34Z,2025-10-19T05:17:30Z,CDR-20251019-000617,CDR,EV000094,archived,2026-09-07T05:41:13.512157Z
REL004133,P000416,PERSON,P000196,PERSON,COMMUNICATED_WITH,0.83,2026-03-19T10:38:55Z,2026-03-19T10:53:49Z,CDR-20260319-000618,CDR,EV000102,active,2026-09-07T05:41:13.512294Z
REL004134,P000140,PERSON,P000152,PERSON,COMMUNICATED_WITH,0.89,2024-12-19T00:58:29Z,2024-12-19T01:01:10Z,CDR-20241219-000619,CDR,EV000098,active,2026-09-07T05:41:13.512355Z
REL004135,P000144,PERSON,P000009,PERSON,COMMUNICATED_WITH,0.9,2024-03-30T01:51:52Z,2024-03-30T01:57:31Z,CDR-20240330-000620,CDR,EV000091,archived,2026-09-07T05:41:13.512575Z
REL004136,P000092,PERSON,P000089,PERSON,COMMUNICATED_WITH,0.76,2026-06-16T19:53:28Z,2026-06-16T20:03:16Z,CDR-20260616-000621,CDR,EV000099,active,2026-09-07T05:41:13.512708Z
REL004137,P000161,PERSON,P000252,PERSON,COMMUNICATED_WITH,0.89,2026-06-18T07:28:10Z,2026-06-18T07:33:41Z,CDR-20260618-000622,CDR,EV000094,archived,2026-09-07T05:41:13.512928Z
REL004138,P000585,PERSON,P000248,PERSON,COMMUNICATED_WITH,0.77,2024-07-23T16:32:15Z,2024-07-23T16:39:21Z,CDR-20240723-000623,CDR,EV000096,active,2026-09-07T05:41:13.513084Z
REL004139,P000032,PERSON,P000036,PERSON,COMMUNICATED_WITH,0.88,2026-03-25T02:59:31Z,2026-03-25T03:01:51Z,CDR-20260325-000624,CDR,EV000098,active,2026-09-07T05:41:13.513218Z
REL004140,P000055,PERSON,P000067,PERSON,COMMUNICATED_WITH,0.86,2025-01-12T18:53:37Z,2025-01-12T18:56:25Z,CDR-20250112-000625,CDR,EV000102,active,2026-09-07T05:41:13.513281Z
REL004141,P000166,PERSON,P000167,PERSON,COMMUNICATED_WITH,0.75,2024-10-21T00:38:23Z,2024-10-21T00:43:49Z,CDR-20241021-000626,CDR,EV000091,archived,2026-09-07T05:41:13.513406Z
REL004142,P000138,PERSON,P000145,PERSON,COMMUNICATED_WITH,0.95,2024-05-15T14:10:41Z,2024-05-15T14:12:34Z,CDR-20240515-000627,CDR,EV000102,active,2026-09-07T05:41:13.513528Z
REL004143,P000014,PERSON,P000018,PERSON,COMMUNICATED_WITH,0.87,2025-08-23T18:25:14Z,2025-08-23T18:39:46Z,CDR-20250823-000628,CDR,EV000093,archived,2026-09-07T05:41:13.513669Z
REL004144,P000156,PERSON,P000033,PERSON,COMMUNICATED_WITH,0.77,2026-02-15T14:17:10Z,2026-02-15T14:23:32Z,CDR-20260215-000629,CDR,EV000101,active,2026-09-07T05:41:13.513878Z
REL004145,P000350,PERSON,P000035,PERSON,COMMUNICATED_WITH,0.9,2026-08-23T02:24:35Z,2026-08-23T02:25:18Z,CDR-20260823-000630,CDR,EV000101,active,2026-09-07T05:41:13.514010Z
REL004146,P000051,PERSON,P000568,PERSON,COMMUNICATED_WITH,0.86,2024-06-20T15:33:32Z,2024-06-20T15:36:29Z,CDR-20240620-000631,CDR,EV000100,active,2026-09-07T05:41:13.514149Z
REL004147,P000037,PERSON,P000039,PERSON,COMMUNICATED_WITH,0.93,2024-07-24T02:21:45Z,2024-07-24T02:32:31Z,CDR-20240724-000632,CDR,EV000097,archived,2026-09-07T05:41:13.514280Z
REL004148,P000490,PERSON,P000370,PERSON,COMMUNICATED_WITH,0.97,2025-01-19T09:31:26Z,2025-01-19T09:45:45Z,CDR-20250119-000633,CDR,EV000092,archived,2026-09-07T05:41:13.514429Z
REL004149,P000419,PERSON,P000006,PERSON,COMMUNICATED_WITH,0.82,2025-04-14T18:44:25Z,2025-04-14T18:58:31Z,CDR-20250414-000634,CDR,EV000097,active,2026-09-07T05:41:13.514593Z
REL004150,P000138,PERSON,P000144,PERSON,COMMUNICATED_WITH,0.81,2025-03-28T06:25:50Z,2025-03-28T06:31:56Z,CDR-20250328-000635,CDR,EV000092,active,2026-09-07T05:41:13.514720Z
REL004151,P000318,PERSON,P000048,PERSON,COMMUNICATED_WITH,0.8,2026-04-03T12:40:03Z,2026-04-03T12:48:05Z,CDR-20260403-000636,CDR,EV000098,archived,2026-09-07T05:41:13.514846Z
REL004152,P000004,PERSON,P000023,PERSON,COMMUNICATED_WITH,0.95,2025-08-25T00:53:26Z,2025-08-25T01:07:55Z,CDR-20250825-000637,CDR,EV000098,active,2026-09-07T05:41:13.514983Z
REL004153,P000055,PERSON,P000068,PERSON,COMMUNICATED_WITH,0.83,2026-07-31T21:43:33Z,2026-07-31T21:50:52Z,CDR-20260731-000638,CDR,EV000101,active,2026-09-07T05:41:13.515110Z
REL004154,P000270,PERSON,P000170,PERSON,COMMUNICATED_WITH,0.92,2024-05-27T14:36:01Z,2024-05-27T14:37:45Z,CDR-20240527-000639,CDR,EV000092,archived,2026-09-07T05:41:13.515234Z
REL004155,P000152,PERSON,P000145,PERSON,COMMUNICATED_WITH,0.88,2024-12-23T16:47:51Z,2024-12-23T16:55:39Z,CDR-20241223-000640,CDR,EV000096,archived,2026-09-07T05:41:13.515358Z
REL004156,P000096,PERSON,P000100,PERSON,COMMUNICATED_WITH,0.84,2024-03-07T06:26:54Z,2024-03-07T06:41:17Z,CDR-20240307-000641,CDR,EV000096,active,2026-09-07T05:41:13.515484Z
REL004157,P000213,PERSON,P000125,PERSON,COMMUNICATED_WITH,0.9,2025-06-10T15:52:00Z,2025-06-10T15:53:49Z,CDR-20250610-000642,CDR,EV000096,archived,2026-09-07T05:41:13.515625Z
REL004158,P000023,PERSON,P000028,PERSON,COMMUNICATED_WITH,0.97,2024-06-29T20:23:20Z,2024-06-29T20:28:06Z,CDR-20240629-000643,CDR,EV000097,active,2026-09-07T05:41:13.515683Z
REL004159,P000073,PERSON,P000088,PERSON,COMMUNICATED_WITH,0.84,2025-04-17T12:57:57Z,2025-04-17T13:06:04Z,CDR-20250417-000644,CDR,EV000099,active,2026-09-07T05:41:13.515813Z
REL004160,P000431,PERSON,P000186,PERSON,COMMUNICATED_WITH,0.95,2026-05-25T02:21:20Z,2026-05-25T02:25:36Z,CDR-20260525-000645,CDR,EV000095,archived,2026-09-07T05:41:13.515942Z
REL004161,P000056,PERSON,P000063,PERSON,COMMUNICATED_WITH,0.84,2025-10-09T09:23:37Z,2025-10-09T09:35:51Z,CDR-20251009-000646,CDR,EV000100,archived,2026-09-07T05:41:13.516071Z
REL004162,P000169,PERSON,P000182,PERSON,COMMUNICATED_WITH,0.79,2025-09-10T07:51:39Z,2025-09-10T08:00:46Z,CDR-20250910-000647,CDR,EV000102,active,2026-09-07T05:41:13.516199Z
REL004163,P000099,PERSON,P000105,PERSON,COMMUNICATED_WITH,0.78,2024-09-10T10:07:53Z,2024-09-10T10:08:27Z,CDR-20240910-000648,CDR,EV000092,active,2026-09-07T05:41:13.516330Z
REL004164,P000109,PERSON,P000112,PERSON,COMMUNICATED_WITH,0.78,2025-07-27T08:28:55Z,2025-07-27T08:41:46Z,CDR-20250727-000649,CDR,EV000101,active,2026-09-07T05:41:13.516387Z
REL004165,P000146,PERSON,P000139,PERSON,COMMUNICATED_WITH,0.84,2024-05-29T18:52:59Z,2024-05-29T18:59:27Z,CDR-20240529-000650,CDR,EV000098,active,2026-09-07T05:41:13.516517Z
REL004166,P000240,PERSON,P000013,PERSON,COMMUNICATED_WITH,0.76,2024-10-26T05:31:55Z,2024-10-26T05:34:54Z,CDR-20241026-000651,CDR,EV000095,archived,2026-09-07T05:41:13.516637Z
REL004167,P000418,PERSON,P000103,PERSON,COMMUNICATED_WITH,0.84,2025-02-17T22:32:38Z,2025-02-17T22:43:36Z,CDR-20250217-000652,CDR,EV000100,archived,2026-09-07T05:41:13.516760Z
REL004168,P000586,PERSON,P000422,PERSON,COMMUNICATED_WITH,0.87,2024-01-30T22:28:19Z,2024-01-30T22:39:19Z,CDR-20240130-000653,CDR,EV000091,archived,2026-09-07T05:41:13.516910Z
REL004169,P000078,PERSON,P000082,PERSON,COMMUNICATED_WITH,0.87,2025-08-31T07:14:30Z,2025-08-31T07:26:00Z,CDR-20250831-000654,CDR,EV000096,active,2026-09-07T05:41:13.517039Z
REL004170,P000079,PERSON,P000081,PERSON,COMMUNICATED_WITH,0.83,2026-01-24T07:46:29Z,2026-01-24T07:56:15Z,CDR-20260124-000655,CDR,EV000092,active,2026-09-07T05:41:13.517175Z
REL004171,P000210,PERSON,P000095,PERSON,COMMUNICATED_WITH,0.97,2025-01-23T20:59:24Z,2025-01-23T21:01:54Z,CDR-20250123-000656,CDR,EV000098,archived,2026-09-07T05:41:13.517305Z
REL004172,P000122,PERSON,P000055,PERSON,COMMUNICATED_WITH,0.91,2026-01-11T03:57:21Z,2026-01-11T04:00:37Z,CDR-20260111-000657,CDR,EV000094,active,2026-09-07T05:41:13.517511Z
REL004173,P000145,PERSON,P000139,PERSON,COMMUNICATED_WITH,0.89,2024-09-30T15:45:49Z,2024-09-30T15:51:52Z,CDR-20240930-000658,CDR,EV000101,active,2026-09-07T05:41:13.517653Z
REL004174,P000278,PERSON,P000611,PERSON,COMMUNICATED_WITH,0.78,2024-06-24T12:21:43Z,2024-06-24T12:27:03Z,CDR-20240624-000659,CDR,EV000100,active,2026-09-07T05:41:13.517818Z
REL004175,P000437,PERSON,P000530,PERSON,COMMUNICATED_WITH,0.77,2024-09-24T06:22:26Z,2024-09-24T06:27:53Z,CDR-20240924-000660,CDR,EV000098,archived,2026-09-07T05:41:13.517983Z
REL004176,P000047,PERSON,P000062,PERSON,COMMUNICATED_WITH,0.82,2024-08-06T16:36:39Z,2024-08-06T16:43:23Z,CDR-20240806-000661,CDR,EV000098,active,2026-09-07T05:41:13.518041Z
REL004177,P000032,PERSON,P000311,PERSON,COMMUNICATED_WITH,0.87,2024-07-14T04:27:49Z,2024-07-14T04:38:30Z,CDR-20240714-000662,CDR,EV000098,active,2026-09-07T05:41:13.518271Z
REL004178,P000338,PERSON,P000196,PERSON,COMMUNICATED_WITH,0.9,2025-06-07T23:40:26Z,2025-06-07T23:42:32Z,CDR-20250607-000663,CDR,EV000100,archived,2026-09-07T05:41:13.518395Z
REL004179,P000317,PERSON,P000059,PERSON,COMMUNICATED_WITH,0.79,2026-01-11T18:57:21Z,2026-01-11T19:01:56Z,CDR-20260111-000664,CDR,EV000091,archived,2026-09-07T05:41:13.518517Z
REL004180,P000315,PERSON,P000012,PERSON,COMMUNICATED_WITH,0.89,2026-05-16T18:47:04Z,2026-05-16T18:49:34Z,CDR-20260516-000665,CDR,EV000098,archived,2026-09-07T05:41:13.518676Z
REL004181,P000088,PERSON,P000079,PERSON,COMMUNICATED_WITH,0.81,2026-02-25T15:47:00Z,2026-02-25T16:01:27Z,CDR-20260225-000666,CDR,EV000096,active,2026-09-07T05:41:13.518801Z
REL004182,P000004,PERSON,P000010,PERSON,COMMUNICATED_WITH,0.91,2025-11-02T13:53:12Z,2025-11-02T13:58:43Z,CDR-20251102-000667,CDR,EV000095,active,2026-09-07T05:41:13.518856Z
REL004183,P000565,PERSON,P000193,PERSON,COMMUNICATED_WITH,0.83,2025-04-23T09:36:45Z,2025-04-23T09:47:48Z,CDR-20250423-000668,CDR,EV000097,active,2026-09-07T05:41:13.519000Z
REL004184,P000078,PERSON,P000079,PERSON,COMMUNICATED_WITH,0.95,2024-09-07T04:31:23Z,2024-09-07T04:41:36Z,CDR-20240907-000669,CDR,EV000093,active,2026-09-07T05:41:13.519120Z
