id,location_id,person_id,vehicle_id,observed_at,notes,data_source
SR000419,LOC000011,P000426,VH000131,2025-09-02T05:26:29Z,Subject used phone while parked near Peelamedu Harbour Gate,SYNTHETIC
SR000420,LOC000046,P000532,VH000051,2026-01-18T12:19:55Z,Subject observed on foot near Royapuram Fuel Station,SYNTHETIC
SR000421,LOC000061,P000436,,2025-02-20T13:59:30Z,Subject used phone while parked near Central Market Junction,SYNTHETIC
SR000422,LOC000058,P000508,,2024-08-05T11:59:40Z,Vehicle sighting captured by ANPR at Anna Nagar Lorry Park,SYNTHETIC
SR000423,LOC000014,P000204,,2024-05-23T14:56:51Z,Subject met unidentified associate at Estancia Bridge End,SYNTHETIC
SR000424,LOC000012,P000114,,2026-02-06T16:42:04Z,Subject used phone while parked near KK Nagar Night Bazaar,SYNTHETIC
SR000425,LOC000040,P000260,,2025-10-12T17:25:47Z,Subject observed on foot near Gandhipuram Textile Mill,SYNTHETIC
SR000426,LOC000003,P000086,VH000058,2025-03-28T02:19:16Z,Vehicle sighting captured by ANPR at Thirunagar Cold Storage,SYNTHETIC
SR000427,LOC000021,P000070,,2026-02-01T14:00:46Z,Routine patrol log entry - Valluvar Layout Harbour Gate,SYNTHETIC
SR000428,LOC000050,P000066,,2025-07-09T01:18:10Z,Routine patrol log entry - Ganapathy Bus Terminus,SYNTHETIC
SR000429,LOC000023,P000067,VH000044,2024-01-27T16:34:49Z,Subject met unidentified associate at Sundarankottai Fuel Station,SYNTHETIC
SR000430,LOC000057,P000098,VH000066,2025-03-07T20:29:13Z,Routine patrol log entry - Azhagar Koil Road Fuel Station,SYNTHETIC
SR000431,LOC000023,P000234,VH000215,2025-03-09T02:36:10Z,Vehicle sighting captured by ANPR at Sundarankottai Fuel Station,SYNTHETIC
SR000432,LOC000016,P000392,,2026-03-01T20:54:32Z,Subject met unidentified associate at Ukkadam Harbour Police Station,SYNTHETIC
SR000433,LOC000061,P000436,,2026-06-30T01:36:58Z,Subject observed on foot near Central Market Junction,SYNTHETIC
SR000434,LOC000045,P000584,,2024-09-09T05:51:07Z,Vehicle sighting captured by ANPR at Pothigai Nagar Toll Plaza,SYNTHETIC
SR000435,LOC000025,P000273,,2025-05-11T10:49:46Z,Subject met unidentified associate at Anna Nagar Check Post,SYNTHETIC
SR000436,LOC000037,P000553,VH000220,2026-06-10T12:02:38Z,Subject used phone while parked near Chokkanadar Pettai Textile Mill,SYNTHETIC
SR000437,LOC000024,P000091,,2024-03-17T02:41:15Z,CCTV frame captured at Palladam Check Post toll plaza,SYNTHETIC
SR000438,LOC000038,P000563,,2026-03-28T08:47:33Z,Subject observed on foot near Tambaram Toll Plaza,SYNTHETIC
SR000439,LOC000003,P000075,VH000050,2026-04-15T22:10:32Z,Vehicle TN21 WE 7484 (van) recorded entering Thirunagar Cold Storage,SYNTHETIC
SR000440,LOC000046,P000354,VH000213,2025-09-01T13:31:10Z,Vehicle TN28 KG 7589 (truck) recorded entering Royapuram Fuel Station,SYNTHETIC
SR000441,LOC000053,P000072,,2026-05-14T01:19:44Z,Vehicle sighting captured by ANPR at Mettupalayam Wholesale Market,SYNTHETIC
SR000442,LOC000002,P000004,VH000004,2026-06-30T21:42:58Z,Vehicle sighting captured by ANPR at Velachery Oil Depot,SYNTHETIC
SR000443,LOC000035,P000492,,2025-05-28T11:34:49Z,Routine patrol log entry - Arumbakkam Godown Compound,SYNTHETIC
SR000444,LOC000042,P000480,,2025-05-07T09:25:00Z,Subject met unidentified associate at Chromepet Agro Market,SYNTHETIC
SR000445,LOC000012,P000144,,2024-09-02T16:11:42Z,Vehicle sighting captured by ANPR at KK Nagar Night Bazaar,SYNTHETIC
SR000446,LOC000013,P000481,VH000173,2024-03-10T23:12:19Z,CCTV frame captured at Bharathi Bazaar Wholesale Market toll plaza,SYNTHETIC
SR000447,LOC000033,P000509,,2025-02-18T03:23:13Z,Routine patrol log entry - Ukkadam Toll Plaza,SYNTHETIC
SR000448,LOC000003,P000351,,2025-12-16T02:58:15Z,Subject used phone while parked near Thirunagar Cold Storage,SYNTHETIC
SR000449,LOC000006,P000181,,2025-09-25T15:59:41Z,Subject met unidentified associate at Pappanaickenpalayam Bridge End,SYNTHETIC
SR000450,LOC000037,P000555,VH000221,2024-03-19T15:08:08Z,Routine patrol log entry - Chokkanadar Pettai Textile Mill,SYNTHETIC
SR000451,LOC000019,P000080,VH000173,2025-05-20T22:41:54Z,Vehicle TN50 TA 6046 (lorry) recorded entering Meenakshi Nagar Agro Market,SYNTHETIC
SR000452,LOC000047,P000043,,2026-05-02T23:29:38Z,Subject met unidentified associate at Azhagar Koil Road Junction,SYNTHETIC
SR000453,LOC000055,P000499,,2024-01-17T18:54:00Z,Subject observed on foot near Kuruvikulam Construction Site,SYNTHETIC
SR000454,LOC000022,P000526,,2024-10-08T11:28:44Z,Vehicle sighting captured by ANPR at Nellithope Cold Storage,SYNTHETIC
SR000455,LOC000032,P000481,,2025-03-09T03:40:41Z,Subject used phone while parked near Bharathi Bazaar Agro Market,SYNTHETIC
SR000456,LOC000006,P000331,,2024-12-11T15:05:20Z,Subject observed on foot near Pappanaickenpalayam Bridge End,SYNTHETIC
SR000457,LOC000004,P000442,VH000203,2025-12-15T00:30:18Z,Subject used phone while parked near Chokkanadar Harbour Police Station,SYNTHETIC
SR000458,LOC000003,P000045,,2024-01-18T10:58:49Z,Subject met unidentified associate at Thirunagar Cold Storage,SYNTHETIC
SR000459,LOC000052,P000374,VH000188,2025-07-12T10:36:39Z,Vehicle TN58 BJ 2700 (truck) recorded entering Coimbatore Junction Construction Site,SYNTHETIC
SR000460,LOC000003,P000339,,2024-10-14T23:31:37Z,CCTV frame captured at Thirunagar Cold Storage toll plaza,SYNTHETIC
SR000461,LOC000058,P000036,,2026-01-30T21:09:29Z,Routine patrol log entry - Anna Nagar Lorry Park,SYNTHETIC
SR000462,LOC000006,P000182,,2026-04-18T01:16:09Z,CCTV frame captured at Pappanaickenpalayam Bridge End toll plaza,SYNTHETIC
SR000463,LOC000004,P000134,,2024-02-06T18:02:13Z,Routine patrol log entry - Chokkanadar Harbour Police Station,SYNTHETIC
SR000464,LOC000059,P000356,,2024-02-26T14:44:27Z,Vehicle sighting captured by ANPR at RS Puram Agro Market,SYNTHETIC
SR000465,LOC000051,P000303,,2026-02-26T18:57:33Z,Subject met unidentified associate at Chokkanadar Pettai Outer Ring Road,SYNTHETIC
SR000466,LOC000038,P000573,VH000166,2025-01-30T10:54:03Z,Subject observed on foot near Tambaram Toll Plaza,SYNTHETIC
SR000467,LOC000045,P000053,,2024-08-12T21:44:47Z,Subject used phone while parked near Pothigai Nagar Toll Plaza,SYNTHETIC
SR000468,LOC000021,P000254,VH000190,2025-11-19T12:55:17Z,Subject observed on foot near Valluvar Layout Harbour Gate,SYNTHETIC
SR000469,LOC000003,P000443,VH000204,2025-07-26T23:55:02Z,Vehicle TN75 KP 7782 (sedan) recorded entering Thirunagar Cold Storage,SYNTHETIC
SR000470,LOC000002,P000024,,2024-02-19T09:25:33Z,Routine patrol log entry - Velachery Oil Depot,SYNTHETIC
SR000471,LOC000044,P000445,,2026-04-30T18:39:14Z,Subject observed on foot near Sulur Check Post,SYNTHETIC
SR000472,LOC000041,P000461,VH000037,2024-11-21T09:42:00Z,Subject met unidentified associate at Vilachery Cold Storage,SYNTHETIC
SR000473,LOC000009,P000574,VH000226,2026-04-05T21:08:12Z,Vehicle TN62 NE 6317 (motorcycle) recorded entering Chokkanadar Pettai Oil Depot,SYNTHETIC
SR000474,LOC000012,P000011,VH000009,2024-11-15T16:35:56Z,Subject met unidentified associate at KK Nagar Night Bazaar,SYNTHETIC
SR000475,LOC000023,P000067,,2024-02-23T09:21:20Z,Subject met unidentified associate at Sundarankottai Fuel Station,SYNTHETIC
SR000476,LOC000018,P000146,VH000098,2025-01-26T16:32:24Z,Vehicle sighting captured by ANPR at Anna Nagar Bus Terminus,SYNTHETIC
SR000477,LOC000018,P000129,,2024-05-01T14:33:04Z,Subject met unidentified associate at Anna Nagar Bus Terminus,SYNTHETIC
SR000478,LOC000047,P000340,,2024-07-23T14:15:53Z,Vehicle sighting captured by ANPR at Azhagar Koil Road Junction,SYNTHETIC
SR000479,LOC000019,P000261,VH000155,2025-03-26T16:02:02Z,CCTV frame captured at Meenakshi Nagar Agro Market toll plaza,SYNTHETIC
SR000480,LOC000021,P000436,VH000166,2024-10-18T15:00:47Z,Vehicle sighting captured by ANPR at Valluvar Layout Harbour Gate,SYNTHETIC
SR000481,LOC000045,P000162,,2025-08-06T08:57:51Z,Subject met unidentified associate at Pothigai Nagar Toll Plaza,SYNTHETIC
SR000482,LOC000019,P000068,VH000045,2024-03-04T18:31:45Z,CCTV frame captured at Meenakshi Nagar Agro Market toll plaza,SYNTHETIC
SR000483,LOC000039,P000085,,2025-07-16T07:39:53Z,CCTV frame captured at Thirunagar Industrial Estate toll plaza,SYNTHETIC
SR000484,LOC000017,P000347,,2025-01-26T05:00:17Z,Vehicle sighting captured by ANPR at Egmore Cold Storage,SYNTHETIC
SR000485,LOC000031,P000333,,2024-06-05T12:03:37Z,Vehicle sighting captured by ANPR at Peelamedu Textile Mill,SYNTHETIC
SR000486,LOC000026,P000543,VH000218,2025-05-15T07:48:24Z,Vehicle sighting captured by ANPR at Kajamalai Industrial Estate,SYNTHETIC
SR000487,LOC000009,P000226,,2025-12-19T21:48:23Z,Subject observed on foot near Chokkanadar Pettai Oil Depot,SYNTHETIC
SR000488,LOC000030,P000210,,2025-11-15T17:27:21Z,Subject used phone while parked near Ganapathy Junction,SYNTHETIC
SR000489,LOC000030,P000385,VH000191,2025-01-31T22:34:45Z,Subject observed on foot near Ganapathy Junction,SYNTHETIC
SR000490,LOC000025,P000142,VH000096,2026-05-22T00:00:59Z,Routine patrol log entry - Anna Nagar Check Post,SYNTHETIC
SR000491,LOC000007,P000402,VH000195,2025-04-17T02:35:41Z,Subject used phone while parked near Muthialpet Check Post,SYNTHETIC
SR000492,LOC000024,P000616,,2026-01-20T13:55:56Z,Subject used phone while parked near Palladam Check Post,SYNTHETIC
SR000493,LOC000019,P000437,,2024-03-08T06:26:55Z,Vehicle sighting captured by ANPR at Meenakshi Nagar Agro Market,SYNTHETIC
SR000494,LOC000039,P000016,,2025-08-19T16:40:08Z,Subject met unidentified associate at Thirunagar Industrial Estate,SYNTHETIC
SR000495,LOC000015,P000554,VH000175,2024-03-03T16:21:40Z,Routine patrol log entry - Valluvar Layout Night Bazaar,SYNTHETIC
SR000496,LOC000020,P000197,VH000132,2025-01-07T09:37:54Z,CCTV frame captured at Mylapore City Police Station toll plaza,SYNTHETIC
SR000497,LOC000054,P000529,VH000215,2025-09-25T17:40:00Z,Vehicle sighting captured by ANPR at Kallamadu Agro Market,SYNTHETIC
SR000498,LOC000034,P000147,,2025-06-26T09:50:51Z,CCTV frame captured at Mattuthavani Junction toll plaza,SYNTHETIC
SR000499,LOC000013,P000251,,2024-10-31T01:48:07Z,Routine patrol log entry - Bharathi Bazaar Wholesale Market,SYNTHETIC
SR000500,LOC000012,P000310,VH000173,2026-07-12T01:36:33Z,Vehicle TN50 TA 6046 (lorry) recorded entering KK Nagar Night Bazaar,SYNTHETIC
SR000501,LOC000036,P000256,,2024-04-28T20:23:26Z,Routine patrol log entry - Pothigai Nagar Oil Depot,SYNTHETIC
SR000502,LOC000019,P000393,VH000195,2025-02-24T04:15:18Z,Vehicle sighting captured by ANPR at Meenakshi Nagar Agro Market,SYNTHETIC
SR000503,LOC000034,P000528,,2024-02-10T17:07:15Z,Subject observed on foot near Mattuthavani Junction,SYNTHETIC
SR000504,LOC000014,P000204,VH000138,2025-02-28T22:24:04Z,Routine patrol log entry - Estancia Bridge End,SYNTHETIC
SR000505,LOC000050,P000582,,2024-12-27T23:10:39Z,Subject used phone while parked near Ganapathy Bus Terminus,SYNTHETIC
SR000506,LOC000022,P000131,VH000088,2026-05-07T04:27:59Z,Vehicle TN45 XM 3135 (motorcycle) recorded entering Nellithope Cold Storage,SYNTHETIC
SR000507,LOC000039,P000528,VH000172,2025-05-23T23:44:54Z,Subject met unidentified associate at Thirunagar Industrial Estate,SYNTHETIC
SR000508,LOC000031,P000283,,2024-03-29T05:20:32Z,CCTV frame captured at Peelamedu Textile Mill toll plaza,SYNTHETIC
SR000509,LOC000008,P000117,VH000079,2024-04-23T19:04:09Z,Subject used phone while parked near Ambattur Warehouse Complex,SYNTHETIC
SR000510,LOC000034,P000237,,2024-03-26T15:20:26Z,Subject observed on foot near Mattuthavani Junction,SYNTHETIC
SR000511,LOC000047,P000417,,2025-11-09T11:16:31Z,CCTV frame captured at Azhagar Koil Road Junction toll plaza,SYNTHETIC
SR000512,LOC000046,P000562,,2025-12-13T15:38:24Z,Subject observed on foot near Royapuram Fuel Station,SYNTHETIC
SR000513,LOC000030,P000010,VH000008,2024-07-22T03:46:36Z,Subject observed on foot near Ganapathy Junction,SYNTHETIC
SR000514,LOC000050,P000560,,2024-03-21T11:03:36Z,Routine patrol log entry - Ganapathy Bus Terminus,SYNTHETIC
SR000515,LOC000012,P000059,,2026-08-23T05:13:03Z,Subject met unidentified associate at KK Nagar Night Bazaar,SYNTHETIC
SR000516,LOC000053,P000100,,2024-10-13T06:35:11Z,Subject met unidentified associate at Mettupalayam Wholesale Market,SYNTHETIC
SR000517,LOC000022,P000594,VH000045,2024-03-29T18:32:37Z,Routine patrol log entry - Nellithope Cold Storage,SYNTHETIC
SR000518,LOC000040,P000547,,2025-10-05T07:12:57Z,Vehicle sighting captured by ANPR at Gandhipuram Textile Mill,SYNTHETIC
SR000519,LOC000030,P000475,,2025-11-19T10:07:50Z,Subject used phone while parked near Ganapathy Junction,SYNTHETIC
SR000520,LOC000035,P000461,,2026-05-15T06:05:58Z,Subject used phone while parked near Arumbakkam Godown Compound,SYNTHETIC
SR000521,LOC000045,P000584,VH000075,2024-08-21T13:56:53Z,Vehicle TN38 AC 6054 (sedan) recorded entering Pothigai Nagar Toll Plaza,SYNTHETIC
SR000522,LOC000012,P000318,,2025-10-26T03:55:25Z,Routine patrol log entry - KK Nagar Night Bazaar,SYNTHETIC
SR000523,LOC000007,P000437,,2024-05-14T09:04:24Z,Subject met unidentified associate at Muthialpet Check Post,SYNTHETIC
SR000524,LOC000015,P000595,,2024-05-14T16:35:51Z,CCTV frame captured at Valluvar Layout Night Bazaar toll plaza,SYNTHETIC
SR000525,LOC000023,P000507,,2026-01-20T14:41:57Z,Subject observed on foot near Sundarankottai Fuel Station,SYNTHETIC
SR000526,LOC000016,P000281,VH000160,2024-08-23T10:55:27Z,Subject used phone while parked near Ukkadam Harbour Police Station,SYNTHETIC
SR000527,LOC000026,P000312,,2026-02-28T16:16:52Z,Subject observed on foot near Kajamalai Industrial Estate,SYNTHETIC
SR000528,LOC000043,P000223,,2025-11-29T17:32:16Z,Vehicle sighting captured by ANPR at Sowdambika Layout Night Bazaar,SYNTHETIC
SR000529,LOC000012,P000309,,2024-11-26T14:09:58Z,Subject met unidentified associate at KK Nagar Night Bazaar,SYNTHETIC
SR000530,LOC000003,P000443,VH000204,2025-09-18T15:41:28Z,Subject observed on foot near Thirunagar Cold Storage,SYNTHETIC
SR000531,LOC000033,P000403,,2026-01-16T09:40:17Z,Subject met unidentified associate at Ukkadam Toll Plaza,SYNTHETIC
SR000532,LOC000060,P000141,,2025-02-26T20:15:11Z,Vehicle sighting captured by ANPR at Ukkadam Cold Storage,SYNTHETIC
SR000533,LOC000060,P000556,,2026-05-25T11:46:15Z,CCTV frame captured at Ukkadam Cold Storage toll plaza,SYNTHETIC
SR000534,LOC000016,P000286,,2026-04-27T06:13:02Z,Routine patrol log entry - Ukkadam Harbour Police Station,SYNTHETIC
SR000535,LOC000055,P000514,,2026-03-05T06:20:41Z,Routine patrol log entry - Kuruvikulam Construction Site,SYNTHETIC
SR000536,LOC000030,P000316,VH000190,2026-03-17T07:35:00Z,Subject observed on foot near Ganapathy Junction,SYNTHETIC
SR000537,LOC000022,P000282,VH000077,2026-06-20T14:08:39Z,Vehicle TN19 YJ 4812 (SUV) recorded entering Nellithope Cold Storage,SYNTHETIC
SR000538,LOC000031,P000338,,2024-08-22T21:41:39Z,Subject used phone while parked near Peelamedu Textile Mill,SYNTHETIC
SR000539,LOC000047,P000303,,2024-03-28T07:57:09Z,Routine patrol log entry - Azhagar Koil Road Junction,SYNTHETIC
SR000540,LOC000009,P000051,,2025-10-06T17:13:46Z,Vehicle sighting captured by ANPR at Chokkanadar Pettai Oil Depot,SYNTHETIC
SR000541,LOC000006,P000228,,2024-04-05T16:58:21Z,Subject met unidentified associate at Pappanaickenpalayam Bridge End,SYNTHETIC
SR000542,LOC000030,P000015,,2026-01-01T10:04:25Z,Vehicle sighting captured by ANPR at Ganapathy Junction,SYNTHETIC
SR000543,LOC000003,P000392,,2026-03-31T14:40:24Z,Subject used phone while parked near Thirunagar Cold Storage,SYNTHETIC
SR000544,LOC000055,P000563,,2024-12-18T16:10:57Z,Vehicle sighting captured by ANPR at Kuruvikulam Construction Site,SYNTHETIC
SR000545,LOC000055,P000214,,2025-03-02T04:07:46Z,Subject met unidentified associate at Kuruvikulam Construction Site,SYNTHETIC
SR000546,LOC000012,P000451,,2025-01-24T08:30:14Z,Subject met unidentified associate at KK Nagar Night Bazaar,SYNTHETIC
SR000547,LOC000057,P000079,VH000052,2024-07-08T21:11:23Z,Subject met unidentified associate at Azhagar Koil Road Fuel Station,SYNTHETIC
SR000548,LOC000041,P000509,VH000180,2026-03-16T15:47:13Z,Routine patrol log entry - Vilachery Cold Storage,SYNTHETIC
SR000549,LOC000007,P000127,VH000085,2025-01-12T14:34:44Z,Subject met unidentified associate at Muthialpet Check Post,SYNTHETIC
SR000550,LOC000050,P000582,VH000229,2025-05-11T02:16:12Z,Routine patrol log entry - Ganapathy Bus Terminus,SYNTHETIC
SR000551,LOC000024,P000043,VH000030,2025-03-30T02:52:36Z,CCTV frame captured at Palladam Check Post toll plaza,SYNTHETIC
SR000552,LOC000006,P000345,VH000045,2024-09-17T21:57:08Z,Vehicle TN50 PT 1711 (van) recorded entering Pappanaickenpalayam Bridge End,SYNTHETIC
SR000553,LOC000048,P000300,VH000170,2026-08-20T11:47:14Z,Subject met unidentified associate at Sulur Railway Yard,SYNTHETIC
SR000554,LOC000024,P000141,VH000095,2024-01-16T02:32:44Z,Subject used phone while parked near Palladam Check Post,SYNTHETIC
SR000555,LOC000018,P000446,,2025-07-26T02:35:40Z,Routine patrol log entry - Anna Nagar Bus Terminus,SYNTHETIC
SR000556,LOC000019,P000028,VH000018,2024-09-08T17:49:58Z,Subject observed on foot near Meenakshi Nagar Agro Market,SYNTHETIC
SR000557,LOC000026,P000452,,2025-01-08T23:22:47Z,CCTV frame captured at Kajamalai Industrial Estate toll plaza,SYNTHETIC
SR000558,LOC000057,P000492,,2026-02-26T11:55:32Z,CCTV frame captured at Azhagar Koil Road Fuel Station toll plaza,SYNTHETIC
SR000559,LOC000011,P000275,,2025-08-14T16:50:11Z,Subject observed on foot near Peelamedu Harbour Gate,SYNTHETIC
SR000560,LOC000045,P000528,VH000214,2025-02-01T19:46:19Z,Vehicle TN19 HU 5231 (truck) recorded entering Pothigai Nagar Toll Plaza,SYNTHETIC
SR000561,LOC000056,P000329,,2025-05-01T19:17:49Z,Vehicle sighting captured by ANPR at Kallamadu Industrial Estate,SYNTHETIC
SR000562,LOC000034,P000147,,2026-04-18T15:58:56Z,Subject met unidentified associate at Mattuthavani Junction,SYNTHETIC
SR000563,LOC000050,P000023,,2026-07-21T21:45:59Z,Subject met unidentified associate at Ganapathy Bus Terminus,SYNTHETIC
SR000564,LOC000042,P000498,,2025-05-26T09:26:57Z,Subject observed on foot near Chromepet Agro Market,SYNTHETIC
SR000565,LOC000057,P000287,,2026-08-21T10:38:15Z,Subject observed on foot near Azhagar Koil Road Fuel Station,SYNTHETIC
SR000566,LOC000056,P000470,,2024-08-12T08:24:31Z,Subject used phone while parked near Kallamadu Industrial Estate,SYNTHETIC
SR000567,LOC000011,P000296,VH000066,2025-09-20T11:17:07Z,Vehicle sighting captured by ANPR at Peelamedu Harbour Gate,SYNTHETIC
SR000568,LOC000020,P000299,,2025-02-02T06:02:51Z,Routine patrol log entry - Mylapore City Police Station,SYNTHETIC
SR000569,LOC000031,P000432,,2025-07-03T13:30:02Z,Routine patrol log entry - Peelamedu Textile Mill,SYNTHETIC
SR000570,LOC000054,P000358,,2024-09-11T19:08:20Z,Subject met unidentified associate at Kallamadu Agro Market,SYNTHETIC
SR000571,LOC000054,P000174,,2025-02-10T02:39:26Z,Subject met unidentified associate at Kallamadu Agro Market,SYNTHETIC
SR000572,LOC000052,P000114,,2026-03-25T17:47:14Z,CCTV frame captured at Coimbatore Junction Construction Site toll plaza,SYNTHETIC
SR000573,LOC000017,P000086,,2024-12-05T18:04:41Z,Subject used phone while parked near Egmore Cold Storage,SYNTHETIC
SR000574,LOC000051,P000241,VH000120,2026-06-24T14:05:45Z,Routine patrol log entry - Chokkanadar Pettai Outer Ring Road,SYNTHETIC
SR000575,LOC000049,P000139,VH000093,2026-01-07T01:40:52Z,Vehicle TN75 TH 2925 (motorcycle) recorded entering Gandhipuram Warehouse Complex,SYNTHETIC
SR000576,LOC000003,P000452,VH000072,2025-06-01T10:37:37Z,Subject met unidentified associate at Thirunagar Cold Storage,SYNTHETIC
SR000577,LOC000051,P000510,,2025-09-07T10:33:25Z,Subject observed on foot near Chokkanadar Pettai Outer Ring Road,SYNTHETIC
SR000578,LOC000013,P000502,,2026-05-30T07:52:40Z,CCTV frame captured at Bharathi Bazaar Wholesale Market toll plaza,SYNTHETIC
SR000579,LOC000054,P000358,,2026-08-22T06:19:33Z,CCTV frame captured at Kallamadu Agro Market toll plaza,SYNTHETIC
SR000580,LOC000035,P000201,VH000209,2024-01-10T03:07:04Z,Subject met unidentified associate at Arumbakkam Godown Compound,SYNTHETIC
SR000581,LOC000010,P000383,,2026-02-04T15:31:23Z,Routine patrol log entry - Kuruvikulam Residential Layout,SYNTHETIC
SR000582,LOC000003,P000238,,2025-01-13T09:22:54Z,Subject used phone while parked near Thirunagar Cold Storage,SYNTHETIC
SR000583,LOC000038,P000145,,2024-01-31T08:31:11Z,Subject observed on foot near Tambaram Toll Plaza,SYNTHETIC
SR000584,LOC000041,P000411,,2025-08-02T23:23:41Z,Subject observed on foot near Vilachery Cold Storage,SYNTHETIC
SR000585,LOC000051,P000624,,2026-06-30T22:36:03Z,Subject observed on foot near Chokkanadar Pettai Outer Ring Road,SYNTHETIC
SR000586,LOC000007,P000451,,2025-02-11T16:39:21Z,Vehicle sighting captured by ANPR at Muthialpet Check Post,SYNTHETIC
SR000587,LOC000047,P000296,,2024-05-03T03:03:00Z,Subject observed on foot near Azhagar Koil Road Junction,SYNTHETIC
SR000588,LOC000044,P000410,,2026-04-18T06:27:04Z,Vehicle sighting captured by ANPR at Sulur Check Post,SYNTHETIC
SR000589,LOC000032,P000427,VH000199,2024-10-13T17:55:39Z,Subject met unidentified associate at Bharathi Bazaar Agro Market,SYNTHETIC
SR000590,LOC000011,P000481,,2025-01-26T18:15:14Z,Routine patrol log entry - Peelamedu Harbour Gate,SYNTHETIC
SR000591,LOC000009,P000419,VH000196,2025-09-23T22:27:42Z,Subject observed on foot near Chokkanadar Pettai Oil Depot,SYNTHETIC
SR000592,LOC000019,P000118,VH000080,2025-01-20T07:44:22Z,Routine patrol log entry - Meenakshi Nagar Agro Market,SYNTHETIC
SR000593,LOC000030,P000157,,2024-07-31T10:44:14Z,Subject used phone while parked near Ganapathy Junction,SYNTHETIC
SR000594,LOC000022,P000131,,2026-05-19T01:07:28Z,Routine patrol log entry - Nellithope Cold Storage,SYNTHETIC
SR000595,LOC000041,P000344,VH000181,2025-03-16T08:50:57Z,Subject met unidentified associate at Vilachery Cold Storage,SYNTHETIC
SR000596,LOC000050,P000148,,2026-08-20T15:15:48Z,Subject met unidentified associate at Ganapathy Bus Terminus,SYNTHETIC
SR000597,LOC000060,P000086,VH000058,2025-06-03T17:25:14Z,Vehicle TN62 JG 6354 (lorry) recorded entering Ukkadam Cold Storage,SYNTHETIC
SR000598,LOC000027,P000060,VH000072,2024-07-09T13:48:21Z,Subject used phone while parked near Mettupalayam Cold Storage,SYNTHETIC
SR000599,LOC000017,P000550,,2025-10-16T07:28:08Z,Routine patrol log entry - Egmore Cold Storage,SYNTHETIC
SR000600,LOC000023,P000136,,2024-01-14T08:29:39Z,Routine patrol log entry - Sundarankottai Fuel Station,SYNTHETIC
SR000601,LOC000052,P000083,,2026-07-01T19:25:37Z,Subject used phone while parked near Coimbatore Junction Construction Site,SYNTHETIC
SR000602,LOC000009,P000580,VH000132,2026-03-03T05:14:37Z,Subject used phone while parked near Chokkanadar Pettai Oil Depot,SYNTHETIC
SR000603,LOC000055,P000450,,2025-03-04T20:51:15Z,Vehicle sighting captured by ANPR at Kuruvikulam Construction Site,SYNTHETIC
SR000604,LOC000008,P000122,,2024-06-23T13:25:49Z,Vehicle sighting captured by ANPR at Ambattur Warehouse Complex,SYNTHETIC
SR000605,LOC000012,P000318,,2025-03-12T20:03:17Z,Subject observed on foot near KK Nagar Night Bazaar,SYNTHETIC
SR000606,LOC000061,P000195,VH000132,2026-05-19T11:56:38Z,Subject used phone while parked near Central Market Junction,SYNTHETIC
SR000607,LOC000037,P000243,,2024-04-28T17:41:05Z,Subject used phone while parked near Chokkanadar Pettai Textile Mill,SYNTHETIC
SR000608,LOC000035,P000440,,2024-06-04T16:25:03Z,Subject met unidentified associate at Arumbakkam Godown Compound,SYNTHETIC
SR000609,LOC000044,P000030,,2026-05-22T05:18:12Z,Routine patrol log entry - Sulur Check Post,SYNTHETIC
SR000610,LOC000043,P000420,VH000197,2026-02-10T13:39:02Z,Vehicle TN30 MK 1937 (SUV) recorded entering Sowdambika Layout Night Bazaar,SYNTHETIC
SR000611,LOC000018,P000295,,2025-03-09T11:20:01Z,CCTV frame captured at Anna Nagar Bus Terminus toll plaza,SYNTHETIC
SR000612,LOC000058,P000232,,2025-10-01T16:05:04Z,Vehicle sighting captured by ANPR at Anna Nagar Lorry Park,SYNTHETIC
SR000613,LOC000021,P000494,VH000066,2026-03-30T05:52:04Z,Routine patrol log entry - Valluvar Layout Harbour Gate,SYNTHETIC
SR000614,LOC000010,P000452,,2026-06-24T09:25:15Z,Subject met unidentified associate at Kuruvikulam Residential Layout,SYNTHETIC
SR000615,LOC000005,P000497,,2024-03-27T07:47:47Z,CCTV frame captured at Kajamalai Junction toll plaza,SYNTHETIC
SR000616,LOC000059,P000281,,2026-07-27T02:23:15Z,Subject used phone while parked near RS Puram Agro Market,SYNTHETIC
SR000617,LOC000038,P000140,,2025-12-19T00:21:34Z,Routine patrol log entry - Tambaram Toll Plaza,SYNTHETIC
SR000618,LOC000023,P000067,VH000044,2024-01-18T06:14:04Z,CCTV frame captured at Sundarankottai Fuel Station toll plaza,SYNTHETIC
SR000619,LOC000051,P000544,,2025-11-20T01:20:05Z,Subject met unidentified associate at Chokkanadar Pettai Outer Ring Road,SYNTHETIC
SR000620,LOC000037,P000577,,2025-12-03T12:14:13Z,Subject used phone while parked near Chokkanadar Pettai Textile Mill,SYNTHETIC
SR000621,LOC000048,P000306,,2026-03-27T06:13:15Z,CCTV frame captured at Sulur Railway Yard toll plaza,SYNTHETIC
SR000622,LOC000011,P000136,VH000090,2026-07-04T10:39:29Z,Subject used phone while parked near Peelamedu Harbour Gate,SYNTHETIC
SR000623,LOC000061,P000039,,2024-04-11T00:18:07Z,Subject met unidentified associate at Central Market Junction,SYNTHETIC
SR000624,LOC000050,P000152,,2025-10-01T23:23:59Z,Subject met unidentified associate at Ganapathy Bus Terminus,SYNTHETIC
